Timestamp,URL,XSS,SQLi,Broken Authentication
2025-07-24 03:55:56,https://web.whatsapp.com/,False,False,True
2025-07-24 03:56:06,http://testphp.vulnweb.com/artists.php?artist=1,True,True,False
